Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Taunsa,"334,023","318,023",Indus,28/08/2025 12:29
Tarbela Dam,"188,000","155,200",Indus,28/08/2025 12:29
Sulemanki,"109,305","109,305",Sutlej,28/08/2025 12:29
Sukkur,"266,370","212,300",Indus,28/08/2025 12:29
Skardu,,"108,000",Indus,28/08/2025 12:29
Sidhnai,"25,717","10,067",Ravi,28/08/2025 12:29
Shahdara,"183,118","183,118",Ravi,28/08/2025 12:29
Rasul,"10,541","5,341",Jehlum,28/08/2025 12:29
Q.Abad,"813,752","813,752",Chenab,28/08/2025 12:29
Partab Bridge (Bunji),,"158,600",Indus,28/08/2025 12:29
Panjnad,"73,222","58,732",Chenab,28/08/2025 12:29
Muzaffarabad,,"6,900",Jehlum,28/08/2025 12:29
Marala,"177,764","171,264",Chenab,28/08/2025 12:29
Mangla Dam,"34,000","8,000",Jehlum,28/08/2025 12:29
Kotri,"244,025","211,870",Indus,28/08/2025 12:29
Kotli,,"12,600",Jehlum,28/08/2025 12:29
Khanki,"620,640","620,640",Chenab,28/08/2025 12:29
Kalabagh,"204,251","196,994",Indus,28/08/2025 12:29
KABUL,,"34,000",Kabul,28/08/2025 12:29
Jassar,"121,620","121,620",Ravi,28/08/2025 12:29
Islam,"54,756","52,706",Sutlej,28/08/2025 12:29
Guddu,"333,361","300,232",Indus,28/08/2025 12:29
Ganda Singh Wala,"261,053","261,053",Sutlej,28/08/2025 12:29
Domel,,"13,250",Jehlum,28/08/2025 12:29
Chattar Klass,,26,Jehlum,28/08/2025 12:29
Chashma,"207,362","196,252",Indus,28/08/2025 12:29
Besham,,"166,500",Indus,28/08/2025 12:29
Balloki,"104,695","92,795",Ravi,28/08/2025 12:29
Azad Pattan,,"30,130",Jehlum,28/08/2025 12:29
Trimmu,"99,997","97,597",Chenab,28/08/2025 16:21
Taunsa,"269,138","253,138",Indus,28/08/2025 16:21
Tarbela Dam,"193,000","155,100",Indus,28/08/2025 16:21
Sulemanki,"109,305","109,305",Sutlej,28/08/2025 16:21
Sukkur,"266,370","212,300",Indus,28/08/2025 16:21
Skardu,,"103,500",Indus,28/08/2025 16:21
Sidhnai,"24,774","9,124",Ravi,28/08/2025 16:21
Shahdara,"199,600","199,600",Ravi,28/08/2025 16:21
Rasul,"10,541","5,341",Jehlum,28/08/2025 16:21
Q.Abad,"660,020","660,020",Chenab,28/08/2025 16:21
Partab Bridge (Bunji),,"150,900",Indus,28/08/2025 16:21
Panjnad,"72,598","58,108",Chenab,28/08/2025 16:21
Muzaffarabad,,"6,460",Jehlum,28/08/2025 16:21
Marala,"168,772","164,772",Chenab,28/08/2025 16:21
Mangla Dam,"25,000","8,000",Jehlum,28/08/2025 16:21
Kotri,"244,025","211,870",Indus,28/08/2025 16:21
Kotli,,"14,870",Jehlum,28/08/2025 16:21
Khanki,"475,088","475,088",Chenab,28/08/2025 16:21
Kalabagh,"256,569","249,312",Indus,28/08/2025 16:21
KABUL,,"30,800",Kabul,28/08/2025 16:21
Jassar,"113,200","113,200",Ravi,28/08/2025 16:21
Islam,"54,756","52,706",Sutlej,28/08/2025 16:21
Guddu,"333,361","300,232",Indus,28/08/2025 16:21
Ganda Singh Wala,"261,053","261,053",Sutlej,28/08/2025 16:21
Domel,,"11,780",Jehlum,28/08/2025 16:21
Chattar Klass,,"26,320",Jehlum,28/08/2025 16:21
Chashma,"210,785","200,935",Indus,28/08/2025 16:21
Besham,,"180,100",Indus,28/08/2025 16:21
Balloki,"108,475","96,575",Ravi,28/08/2025 16:21
Azad Pattan,,"30,130",Jehlum,28/08/2025 16:21
Trimmu,"98,994","96,594",Chenab,28/08/2025 19:30
Taunsa,"264,020","248,020",Indus,28/08/2025 19:30
Tarbela Dam,"193,000","256,200",Indus,28/08/2025 19:30
Sulemanki,"113,124","113,124",Sutlej,28/08/2025 19:30
Sukkur,"266,370","212,300",Indus,28/08/2025 19:30
Skardu,,"100,500",Indus,28/08/2025 19:30
Sidhnai,"25,743","10,093",Ravi,28/08/2025 19:30
Shahdara,,"217,660",Ravi,28/08/2025 19:30
Rasul,"10,541","5,341",Jehlum,28/08/2025 19:30
Q.Abad,"534,509","534,509",Chenab,28/08/2025 19:30
Partab Bridge (Bunji),,"150,000",Indus,28/08/2025 19:30
Panjnad,"72,598","58,108",Chenab,28/08/2025 19:30
Muzaffarabad,,"6,230",Jehlum,28/08/2025 19:30
Marala,"163,440","159,440",Chenab,28/08/2025 19:30
Mangla Dam,"20,000","8,000",Jehlum,28/08/2025 19:30
Kotri,"244,595","211,870",Indus,28/08/2025 19:30
Kotli,,"13,940",Jehlum,28/08/2025 19:30
Khanki,"335,956","335,956",Chenab,28/08/2025 19:30
Kalabagh,"212,324","205,067",Indus,28/08/2025 19:30
KABUL,,"32,800",Kabul,28/08/2025 19:30
Jassar,,"99,470",Ravi,28/08/2025 19:30
Islam,"54,756","52,706",Sutlej,28/08/2025 19:30
Guddu,"395,102","364,104",Indus,28/08/2025 19:30
Ganda Singh Wala,,"261,053",Sutlej,28/08/2025 19:30
Domel,,"15,350",Jehlum,28/08/2025 19:30
Chattar Klass,,"24,610",Jehlum,28/08/2025 19:30
Chashma,"200,577","189,681",Indus,28/08/2025 19:30
Besham,,"177,600",Indus,28/08/2025 19:30
Balloki,"116,335","104,435",Ravi,28/08/2025 19:30
Azad Pattan,,"30,930",Jehlum,28/08/2025 19:30
Thein Dam,"47,543","73,933",Ravi,29/08/2025 0:00
Bhakra Dam,"50,524","52,663",Sutlej,29/08/2025 0:00
Trimmu,"119,934","117,534",Chenab,29/08/2025 1:30
Taunsa,"249,377","233,377",Indus,29/08/2025 1:30
Tarbela Dam,"191,000","155,400",Indus,29/08/2025 1:30
Sulemanki,"113,124","113,124",Sutlej,29/08/2025 1:30
Sukkur,"266,370","212,300",Indus,29/08/2025 1:30
Skardu,,"98,800",Indus,29/08/2025 1:30
Sidhnai,"25,443","10,093",Ravi,29/08/2025 1:30
Shahdara,"219,770","219,770",Ravi,29/08/2025 1:30
Rasul,"10,541","5,341",Jehlum,29/08/2025 1:30
Q.Abad,"305,436","305,436",Chenab,29/08/2025 1:30
Partab Bridge (Bunji),,"14,900",Indus,29/08/2025 1:30
Panjnad,"72,598","58,108",Chenab,29/08/2025 1:30
Muzaffarabad,,"6,230",Jehlum,29/08/2025 1:30
Marala,"110,496","106,496",Chenab,29/08/2025 1:30
Mangla Dam,"26,000","8,000",Jehlum,29/08/2025 1:30
Kotri,"244,595","211,870",Indus,29/08/2025 1:30
Kotli,,"13,480",Jehlum,29/08/2025 1:30
Khanki,"305,436","305,436",Chenab,29/08/2025 1:30
Kalabagh,"181,049","173,792",Indus,29/08/2025 1:30
KABUL,,"32,700",Kabul,29/08/2025 1:30
Jassar,"95,580","95,580",Ravi,29/08/2025 1:30
Islam,"54,756","52,706",Sutlej,29/08/2025 1:30
Guddu,"395,102","364,104",Indus,29/08/2025 1:30
Ganda Singh Wala,"261,053","261,053",Sutlej,29/08/2025 1:30
Domel,,"12,750",Jehlum,29/08/2025 1:30
Chattar Klass,,"26,030",Jehlum,29/08/2025 1:30
Chashma,"194,830","187,530",Indus,29/08/2025 1:30
Besham,,"175,900",Indus,29/08/2025 1:30
Balloki,"126,010","114,110",Ravi,29/08/2025 1:30
Azad Pattan,,"30,660",Jehlum,29/08/2025 1:30
Trimmu,"119,934","117,534",Chenab,29/08/2025 3:00
Taunsa,"249,377","233,377",Indus,29/08/2025 3:00
Tarbela Dam,"191,000","155,400",Indus,29/08/2025 3:00
Sulemanki,"113,124","113,124",Sutlej,29/08/2025 3:00
Sukkur,"266,370","212,300",Indus,29/08/2025 3:00
Skardu,,"98,800",Indus,29/08/2025 3:00
Sidhnai,"25,443","10,093",Ravi,29/08/2025 3:00
Shahdara,,"219,770",Ravi,29/08/2025 3:00
Rasul,"10,541","5,341",Jehlum,29/08/2025 3:00
Q.Abad,"265,776","265,776",Chenab,29/08/2025 3:00
Partab Bridge (Bunji),,"14,900",Indus,29/08/2025 3:00
Panjnad,"72,598","58,108",Chenab,29/08/2025 3:00
Muzaffarabad,,"6,230",Jehlum,29/08/2025 3:00
Marala,"110,496","106,496",Chenab,29/08/2025 3:00
Mangla Dam,"26,000","8,000",Jehlum,29/08/2025 3:00
Kotri,"244,595","211,870",Indus,29/08/2025 3:00
Kotli,,"13,480",Jehlum,29/08/2025 3:00
Khanki,"242,676","242,676",Chenab,29/08/2025 3:00
Kalabagh,"181,049","173,792",Indus,29/08/2025 3:00
KABUL,,"32,700",Kabul,29/08/2025 3:00
Jassar,,"95,580",Ravi,29/08/2025 3:00
Islam,"54,756","52,706",Sutlej,29/08/2025 3:00
Guddu,"395,102","364,104",Indus,29/08/2025 3:00
Ganda Singh Wala,,"261,053",Sutlej,29/08/2025 3:00
Domel,,"12,750",Jehlum,29/08/2025 3:00
Chattar Klass,,"26,030",Jehlum,29/08/2025 3:00
Chashma,"194,830","187,530",Indus,29/08/2025 3:00
Besham,,"175,900",Indus,29/08/2025 3:00
Balloki,"126,010","114,110",Ravi,29/08/2025 3:00
Azad Pattan,,"30,660",Jehlum,29/08/2025 3:00
Harike,"275,881","262,216",Sutlej,29/08/2025 6:00
Pong Dam,"53,223","100,614",Byas,29/08/2025 6:00
Trimmu,"122,045","119,645",Chenab,29/08/2025 8:18
Taunsa,"238,683","222,683",Indus,29/08/2025 8:18
Tarbela Dam,"183,000","155,200",Indus,29/08/2025 8:18
Sulemanki,"113,124","113,124",Sutlej,29/08/2025 8:18
Sukkur,"284,970","229,500",Indus,29/08/2025 8:18
Skardu,,"102,000",Indus,29/08/2025 8:18
Sidhnai,"25,443","10,093",Ravi,29/08/2025 8:18
Shahdara,"211,330","211,330",Ravi,29/08/2025 8:18
Rasul,"10,541","5,341",Jehlum,29/08/2025 8:18
Q.Abad,"222,812","222,812",Chenab,29/08/2025 8:18
Partab Bridge (Bunji),,"148,200",Indus,29/08/2025 8:18
Panjnad,"70,841","56,351",Chenab,29/08/2025 8:18
Muzaffarabad,,"6,680",Jehlum,29/08/2025 8:18
Marala,"122,900","118,900",Chenab,29/08/2025 8:18
Mangla Dam,"26,000","8,000",Jehlum,29/08/2025 8:18
Kotri,"247,143","214,398",Indus,29/08/2025 8:18
Kotli,,"12,600",Jehlum,29/08/2025 8:18
Khanki,"188,100","188,100",Chenab,29/08/2025 8:18
Kalabagh,"195,302","187,795",Indus,29/08/2025 8:18
KABUL,,"31,700",Kabul,29/08/2025 8:18
Jassar,"89,820","89,820",Ravi,29/08/2025 8:18
Islam,"60,814","58,764",Sutlej,29/08/2025 8:18
Guddu,"366,251","335,807",Indus,29/08/2025 8:18
Ganda Singh Wala,"261,053","261,053",Sutlej,29/08/2025 8:18
Domel,,"13,770",Jehlum,29/08/2025 8:18
Chattar Klass,,"26,620",Jehlum,29/08/2025 8:18
Chashma,"208,434","202,434",Indus,29/08/2025 8:18
Besham,,"173,300",Indus,29/08/2025 8:18
Balloki,"135,625","123,725",Ravi,29/08/2025 8:18
Azad Pattan,,"30,660",Jehlum,29/08/2025 8:18
Trimmu,"128,621","127,315",Chenab,29/08/2025 12:52
Taunsa,"206,529","190,529",Indus,29/08/2025 12:52
Tarbela Dam,"172,000","155,200",Indus,29/08/2025 12:52
Sulemanki,"118,157","118,157",Sutlej,29/08/2025 12:52
Sukkur,"284,970","229,500",Indus,29/08/2025 12:52
Skardu,,"99,100",Indus,29/08/2025 12:52
Sidhnai,"27,368","12,818",Ravi,29/08/2025 12:52
Shahdara,,"164,694",Ravi,29/08/2025 12:52
Rasul,"5,200",0,Jehlum,29/08/2025 12:52
Q.Abad,"185,222","185,222",Chenab,29/08/2025 12:52
Partab Bridge (Bunji),,"145,600",Indus,29/08/2025 12:52
Panjnad,"75,098","60,608",Chenab,29/08/2025 12:52
Muzaffarabad,,"6,460",Jehlum,29/08/2025 12:52
Marala,"116,440","112,440",Chenab,29/08/2025 12:52
Mangla Dam,"30,000","8,000",Jehlum,29/08/2025 12:52
Kotri,"253,126","220,081",Indus,29/08/2025 12:52
Kotli,,"11,350",Jehlum,29/08/2025 12:52
Khanki,"184,934","184,934",Chenab,29/08/2025 12:52
Kalabagh,"241,929","234,422",Indus,29/08/2025 12:52
KABUL,,"29,700",Kabul,29/08/2025 12:52
Jassar,"82,140","82,140",Ravi,29/08/2025 12:52
Islam,"60,814","58,764",Sutlej,29/08/2025 12:52
Guddu,"396,343","365,899",Indus,29/08/2025 12:52
Ganda Singh Wala,"345,366","345,366",Sutlej,29/08/2025 12:52
Domel,,"12,020",Jehlum,29/08/2025 12:52
Chattar Klass,,"37,280",Jehlum,29/08/2025 12:52
Chashma,"218,107","212,957",Indus,29/08/2025 12:52
Besham,,"171,600",Indus,29/08/2025 12:52
Balloki,"169,675","166,175",Ravi,29/08/2025 12:52
Azad Pattan,,"32,010",Jehlum,29/08/2025 12:52
Trimmu,"128,215","127,315",Chenab,29/08/2025 19:30
Taunsa,"206,529","190,529",Indus,29/08/2025 19:30
Tarbela Dam,"170,000","155,200",Indus,29/08/2025 19:30
Sulemanki,"138,058","138,058",Sutlej,29/08/2025 19:30
Sukkur,"296,020","240,550",Indus,29/08/2025 19:30
Skardu,,"95,600",Indus,29/08/2025 19:30
Sidhnai,"29,278","14,728",Ravi,29/08/2025 19:30
Shahdara,"159,847","159,847",Ravi,29/08/2025 19:30
Rasul,"10,541","5,341",Jehlum,29/08/2025 19:30
Q.Abad,"185,222","185,222",Chenab,29/08/2025 19:30
Partab Bridge (Bunji),,"145,000",Indus,29/08/2025 19:30
Panjnad,"75,098","60,608",Chenab,29/08/2025 19:30
Muzaffarabad,,"6,230",Jehlum,29/08/2025 19:30
Marala,"109,540","106,540",Chenab,29/08/2025 19:30
Mangla Dam,"18,000","8,000",Jehlum,29/08/2025 19:30
Kotri,"255,811","222,756",Indus,29/08/2025 19:30
Kotli,,"9,430",Jehlum,29/08/2025 19:30
Khanki,"174,472","174,472",Chenab,29/08/2025 19:30
Kalabagh,"232,907","225,400",Indus,29/08/2025 19:30
KABUL,,"30,800",Kabul,29/08/2025 19:30
Jassar,"82,140","82,140",Ravi,29/08/2025 19:30
Islam,"60,214","58,764",Sutlej,29/08/2025 19:30
Guddu,"379,399","350,943",Indus,29/08/2025 19:30
Ganda Singh Wala,"345,366","345,366",Sutlej,29/08/2025 19:30
Domel,,"15,080",Jehlum,29/08/2025 19:30
Chattar Klass,,"47,880",Jehlum,29/08/2025 19:30
Chashma,"221,799","216,949",Indus,29/08/2025 19:30
Besham,,"168,600",Indus,29/08/2025 19:30
Balloki,"177,670","175,170",Ravi,29/08/2025 19:30
Azad Pattan,,"31,200",Jehlum,29/08/2025 19:30
Trimmu,"146,044","145,144",Chenab,30/08/2025 0:00
Taunsa,"190,941","174,941",Indus,30/08/2025 0:00
Tarbela Dam,"170,000","256,200",Indus,30/08/2025 0:00
Sulemanki,"138,058","138,058",Sutlej,30/08/2025 0:00
Sukkur,"296,020","240,550",Indus,30/08/2025 0:00
Sidhnai,"30,823","17,173",Ravi,30/08/2025 0:00
Shahdara,"148,400","148,400",Ravi,30/08/2025 0:00
Rasul,"10,541","5,341",Jehlum,30/08/2025 0:00
Q.Abad,"171,344","171,344",Chenab,30/08/2025 0:00
Panjnad,"78,821","64,451",Chenab,30/08/2025 0:00
Marala,"111,612","108,612",Chenab,30/08/2025 0:00
Mangla Dam,"24,000","8,000",Jehlum,30/08/2025 0:00
Kotri,"255,811","222,756",Indus,30/08/2025 0:00
Khanki,"170,677","170,677",Chenab,30/08/2025 0:00
Kalabagh,"193,621","186,114",Indus,30/08/2025 0:00
KABUL,"31,100","31,100",Kabul,30/08/2025 0:00
Jassar,"80,220","80,220",Ravi,30/08/2025 0:00
Islam,"64,712","63,262",Sutlej,30/08/2025 0:00
Guddu,"379,399","350,943",Indus,30/08/2025 0:00
Ganda Singh Wala,"345,366","345,366",Sutlej,30/08/2025 0:00
Chashma,"221,357","216,807",Indus,30/08/2025 0:00
Bhakra Dam,"60,490","54,076",Sutlej,30/08/2025 0:00
Balloki,"186,230","186,230",Ravi,30/08/2025 0:00
Trimmu,"146,044","145,144",Chenab,30/08/2025 6:00
Taunsa,"190,941","174,941",Indus,30/08/2025 6:00
Tarbela Dam,"176,000","155,100",Indus,30/08/2025 6:00
Sulemanki,"138,058","138,058",Sutlej,30/08/2025 6:00
Sukkur,"315,172","260,512",Indus,30/08/2025 6:00
Sidhnai,"32,244","18,594",Ravi,30/08/2025 6:00
Shahdara,"138,600","138,600",Ravi,30/08/2025 6:00
Rasul,"5,200",0,Jehlum,30/08/2025 6:00
Q.Abad,"171,344","171,344",Chenab,30/08/2025 6:00
Panjnad,"78,821","64,451",Chenab,30/08/2025 6:00
Marala,"111,612","108,612",Chenab,30/08/2025 6:00
Mangla Dam,"97,000","8,000",Jehlum,30/08/2025 6:00
Kotri,"262,668","230,213",Indus,30/08/2025 6:00
Khanki,"170,677","170,677",Chenab,30/08/2025 6:00
Kalabagh,"186,967","179,460",Indus,30/08/2025 6:00
KABUL,"29,900","29,900",Kabul,30/08/2025 6:00
Jassar,"78,300","78,300",Ravi,30/08/2025 6:00
Islam,"64,712","63,262",Sutlej,30/08/2025 6:00
Harike,"270,030","255,695",Sutlej,30/08/2025 6:00
Guddu,"389,298","356,942",Indus,30/08/2025 6:00
Ganda Singh Wala,"303,828","303,828",Sutlej,30/08/2025 6:00
Chashma,"217,069","212,819",Indus,30/08/2025 6:00
Balloki,"199,515","199,515",Ravi,30/08/2025 6:00
Pong Dam,"76,666","105,854",Byas,30/08/2025 6:00
Trimmu,"145,144","145,144",Chenab,30/08/2025 12:00
Taunsa,"190,941","174,941",Indus,30/08/2025 12:00
Tarbela Dam,"170,000","155,200",Indus,30/08/2025 12:00
Sulemanki,"138,058","138,058",Sutlej,30/08/2025 12:00
Sukkur,"313,000","259,050",Indus,30/08/2025 12:00
Sidhnai,"33,428","19,778",Ravi,30/08/2025 12:00
Shahdara,"118,280","118,280",Ravi,30/08/2025 12:00
Rasul,"21,000","15,800",Jehlum,30/08/2025 12:00
Q.Abad,"171,344","171,344",Chenab,30/08/2025 12:00
Panjnad,"78,421","64,451",Chenab,30/08/2025 12:00
Marala,"175,674","172,674",Chenab,30/08/2025 12:00
Mangla Dam,"52,000","8,000",Jehlum,30/08/2025 12:00
Kotri,"264,131","233,216",Indus,30/08/2025 12:00
Khanki,"161,175","161,175",Chenab,30/08/2025 12:00
Kalabagh,"223,591","216,084",Indus,30/08/2025 12:00
KABUL,"30,900","30,900",Kabul,30/08/2025 12:00
Jassar,"85,980","85,980",Ravi,30/08/2025 12:00
Islam,"64,262","63,262",Sutlej,30/08/2025 12:00
Guddu,"383,299","350,943",Indus,30/08/2025 12:00
Ganda Singh Wala,"278,297","278,297",Sutlej,30/08/2025 12:00
Chashma,"223,141","219,141",Indus,30/08/2025 12:00
Balloki,"211,395","211,395",Ravi,30/08/2025 12:00
Trimmu,"145,144","145,144",Chenab,30/08/2025 18:42
Taunsa,"190,941","174,941",Indus,30/08/2025 18:42
Tarbela Dam,"170,000","155,200",Indus,30/08/2025 18:42
Sulemanki,"154,219","154,219",Sutlej,30/08/2025 18:42
Sukkur,"313,000","259,050",Indus,30/08/2025 18:42
Skardu,,"100,200",Indus,30/08/2025 18:42
Sidhnai,"33,428","19,778",Ravi,30/08/2025 18:42
Shahdara,"108,960","108,960",Ravi,30/08/2025 18:42
Rasul,"21,000","15,800",Jehlum,30/08/2025 18:42
Q.Abad,"160,763","160,763",Chenab,30/08/2025 18:42
Partab Bridge (Bunji),,"152,300",Indus,30/08/2025 18:42
Panjnad,"78,421","64,451",Chenab,30/08/2025 18:42
Muzaffarabad,,"6,900",Jehlum,30/08/2025 18:42
Marala,"151,162","150,162",Chenab,30/08/2025 18:42
Mangla Dam,"52,000","8,000",Jehlum,30/08/2025 18:42
Kotri,"264,131","233,216",Indus,30/08/2025 18:42
Kotli,,"7,730",Jehlum,30/08/2025 18:42
Khanki,"241,429","241,429",Chenab,30/08/2025 18:42
Kalabagh,"223,591","216,084",Indus,30/08/2025 18:42
KABUL,,"30,900",Kabul,30/08/2025 18:42
Jassar,"91,740","91,740",Ravi,30/08/2025 18:42
Islam,"64,262","63,262",Sutlej,30/08/2025 18:42
Guddu,"383,299","350,943",Indus,30/08/2025 18:42
Ganda Singh Wala,"253,068","253,068",Sutlej,30/08/2025 18:42
Domel,,"12,510",Jehlum,30/08/2025 18:42
Chattar Klass,,"33,840",Jehlum,30/08/2025 18:42
Chashma,"223,141","219,141",Indus,30/08/2025 18:42
Besham,,"168,600",Indus,30/08/2025 18:42
Balloki,"223,385","223,385",Ravi,30/08/2025 18:42
Azad Pattan,,"40,570",Jehlum,30/08/2025 18:42
Trimmu,"184,108","184,108",Chenab,30/08/2025 19:45
Taunsa,"200,679","188,179",Indus,30/08/2025 19:45
Tarbela Dam,"170,000","155,300",Indus,30/08/2025 19:45
Sulemanki,"154,219","154,219",Sutlej,30/08/2025 19:45
Sukkur,"310,230","256,660",Indus,30/08/2025 19:45
Skardu,,"103,200",Indus,30/08/2025 19:45
Sidhnai,"38,251","26,351",Ravi,30/08/2025 19:45
Shahdara,,"103,160",Ravi,30/08/2025 19:45
Rasul,"36,620","31,420",Jehlum,30/08/2025 19:45
Q.Abad,"203,862","203,862",Chenab,30/08/2025 19:45
Partab Bridge (Bunji),,"153,600",Indus,30/08/2025 19:45
Panjnad,"87,136","73,166",Chenab,30/08/2025 19:45
Muzaffarabad,,"6,460",Jehlum,30/08/2025 19:45
Marala,"109,130","108,130",Chenab,30/08/2025 19:45
Mangla Dam,"52,000","8,000",Jehlum,30/08/2025 19:45
Kotri,"265,328","236,223",Indus,30/08/2025 19:45
Kotli,,"7,110",Jehlum,30/08/2025 19:45
Khanki,"241,429","241,429",Chenab,30/08/2025 19:45
Kalabagh,"239,944","232,437",Indus,30/08/2025 19:45
KABUL,,"36,300",Kabul,30/08/2025 19:45
Jassar,,"93,660",Ravi,30/08/2025 19:45
Islam,"65,006","64,006",Sutlej,30/08/2025 19:45
Guddu,"364,573","344,723",Indus,30/08/2025 19:45
Ganda Singh Wala,,"253,068",Sutlej,30/08/2025 19:45
Domel,,"17,890",Jehlum,30/08/2025 19:45
Chattar Klass,,"23,500",Jehlum,30/08/2025 19:45
Chashma,"223,597","219,597",Indus,30/08/2025 19:45
Besham,,"167,700",Indus,30/08/2025 19:45
Balloki,"223,385","223,385",Ravi,30/08/2025 19:45
Azad Pattan,,"36,380",Jehlum,30/08/2025 19:45
Trimmu,"184,108","184,108",Chenab,30/08/2025 20:50
Taunsa,"200,679","188,179",Indus,30/08/2025 20:50
Tarbela Dam,"170,000","155,300",Indus,30/08/2025 20:50
Sulemanki,"154,219","154,219",Sutlej,30/08/2025 20:50
Sukkur,"310,230","256,660",Indus,30/08/2025 20:50
Skardu,,"103,200",Indus,30/08/2025 20:50
Sidhnai,"38,251","26,351",Ravi,30/08/2025 20:50
Shahdara,,"100,850",Ravi,30/08/2025 20:50
Rasul,"36,620","31,420",Jehlum,30/08/2025 20:50
Q.Abad,"203,862","203,862",Chenab,30/08/2025 20:50
Partab Bridge (Bunji),,"153,600",Indus,30/08/2025 20:50
Panjnad,"87,136","73,166",Chenab,30/08/2025 20:50
Muzaffarabad,,"6,460",Jehlum,30/08/2025 20:50
Marala,"109,130","108,130",Chenab,30/08/2025 20:50
Mangla Dam,"52,000","8,000",Jehlum,30/08/2025 20:50
Kotri,"265,328","236,223",Indus,30/08/2025 20:50
Kotli,,"7,110",Jehlum,30/08/2025 20:50
Khanki,"241,429","241,429",Chenab,30/08/2025 20:50
Kalabagh,"239,944","232,437",Indus,30/08/2025 20:50
KABUL,,"36,300",Kabul,30/08/2025 20:50
Jassar,,"95,580",Ravi,30/08/2025 20:50
Islam,"65,006","64,006",Sutlej,30/08/2025 20:50
Guddu,"364,573","344,723",Indus,30/08/2025 20:50
Ganda Singh Wala,,"253,068",Sutlej,30/08/2025 20:50
Domel,,"17,890",Jehlum,30/08/2025 20:50
Chattar Klass,,"23,500",Jehlum,30/08/2025 20:50
Chashma,"223,597","219,597",Indus,30/08/2025 20:50
Besham,,"167,700",Indus,30/08/2025 20:50
Balloki,"223,385","223,385",Ravi,30/08/2025 20:50
Azad Pattan,,"36,380",Jehlum,30/08/2025 20:50
Bhakra Dam,"64,081","54,356",Sutlej,31/08/2025 0:00
Harike,"266,392","252,067",Sutlej,31/08/2025 6:00
Pong Dam,"116,163","104,865",Byas,31/08/2025 6:00
Trimmu,"361,633","361,633",Chenab,31/08/2025 11:33
Taunsa,"219,243","206,743",Indus,31/08/2025 11:33
Tarbela Dam,"175,000","155,200",Indus,31/08/2025 11:33
Sulemanki,"154,219","154,219",Sutlej,31/08/2025 11:33
Sukkur,"303,480","252,110",Indus,31/08/2025 11:33
Skardu,,"101,400",Indus,31/08/2025 11:33
Sidhnai,"44,862","35,562",Ravi,31/08/2025 11:33
Shahdara,"76,700","76,700",Ravi,31/08/2025 11:33
Rasul,"17,095","11,695",Jehlum,31/08/2025 11:33
Q.Abad,"185,401","185,401",Chenab,31/08/2025 11:33
Partab Bridge (Bunji),,"156,300",Indus,31/08/2025 11:33
Panjnad,"88,298","74,328",Chenab,31/08/2025 11:33
Muzaffarabad,,"6,680",Jehlum,31/08/2025 11:33
Marala,"99,808","98,808",Chenab,31/08/2025 11:33
Mangla Dam,"35,000","8,000",Jehlum,31/08/2025 11:33
Kotri,"273,844","244,739",Indus,31/08/2025 11:33
Kotli,,"7,730",Jehlum,31/08/2025 11:33
Khanki,"166,607","166,607",Chenab,31/08/2025 11:33
Kalabagh,"198,932","192,043",Indus,31/08/2025 11:33
KABUL,,"46,800",Kabul,31/08/2025 11:33
Jassar,"80,220","80,220",Ravi,31/08/2025 11:33
Islam,"68,317","68,317",Sutlej,31/08/2025 11:33
Guddu,"322,819","307,956",Indus,31/08/2025 11:33
Ganda Singh Wala,"253,068","253,068",Sutlej,31/08/2025 11:33
Domel,,"19,080",Jehlum,31/08/2025 11:33
Chattar Klass,,"32,510",Jehlum,31/08/2025 11:33
Chashma,"240,644","236,644",Indus,31/08/2025 11:33
Besham,,"166,500",Indus,31/08/2025 11:33
Balloki,"204,268","204,260",Ravi,31/08/2025 11:33
Azad Pattan,,"36,110",Jehlum,31/08/2025 11:33
Pong Dam,"87,008","109,919",Byas,31/08/2025 18:00
Trimmu,"464,035","464,035",Chenab,31/08/2025 19:13
Taunsa,"225,599","212,099",Indus,31/08/2025 19:13
Tarbela Dam,"180,000","256,500",Indus,31/08/2025 19:13
Sulemanki,"134,970","134,970",Sutlej,31/08/2025 19:13
Sukkur,"303,480","252,110",Indus,31/08/2025 19:13
Skardu,,"118,700",Indus,31/08/2025 19:13
Sidhnai,"51,683","42,383",Ravi,31/08/2025 19:13
Shahdara,,"76,700",Ravi,31/08/2025 19:13
Rasul,"13,190","7,990",Jehlum,31/08/2025 19:13
Q.Abad,"154,865","154,865",Chenab,31/08/2025 19:13
Partab Bridge (Bunji),,"161,800",Indus,31/08/2025 19:13
Panjnad,"102,054","87,564",Chenab,31/08/2025 19:13
Muzaffarabad,,"6,230",Jehlum,31/08/2025 19:13
Marala,"116,544","115,544",Chenab,31/08/2025 19:13
Mangla Dam,"25,000","8,000",Jehlum,31/08/2025 19:13
Kotri,"273,844","244,739",Indus,31/08/2025 19:13
Kotli,,"7,110",Jehlum,31/08/2025 19:13
Khanki,"148,178","148,178",Chenab,31/08/2025 19:13
Kalabagh,"254,430","247,541",Indus,31/08/2025 19:13
KABUL,,"35,700",Kabul,31/08/2025 19:13
Jassar,,"66,636",Ravi,31/08/2025 19:13
Islam,"68,417","68,417",Sutlej,31/08/2025 19:13
