Name of Structure,Inflow_Discharge,Outflow_Discharge,River,Date
Marala,473980,467480,Chenab,27/08/2025 17:14
Mangla Dam,52000,8000,Jehlum,27/08/2025 17:14
Kotri,239245,211870,Indus,27/08/2025 17:14
Kotli,,15360,Jehlum,27/08/2025 17:14
Khanki,1058851,1058851,Chenab,27/08/2025 17:14
Kalabagh,207206,199949,Indus,27/08/2025 17:14
KABUL,,33300,Kabul,27/08/2025 17:14
Jassar,202020,202020,Ravi,27/08/2025 17:14
Islam,54656,52706,Sutlej,27/08/2025 17:14
Guddu,312965,280263,Indus,27/08/2025 17:14
Ganda Singh Wala,261053,261053,Sutlej,27/08/2025 17:14
Domel,,12750,Jehlum,27/08/2025 17:14
Chattar Klass,,24050,Jehlum,27/08/2025 17:14
Chashma,283493,268603,Indus,27/08/2025 17:14
Besham,,183500,Indus,27/08/2025 17:14
Balloki,90770,78870,Ravi,27/08/2025 17:14
Azad Pattan,,30930,Jehlum,27/08/2025 17:14
Trimmu,85103,78485,Chenab,27/08/2025 22:29
Taunsa,353605,337605,Indus,27/08/2025 22:29
Tarbela Dam,195000,256200,Indus,27/08/2025 22:29
Sulemanki,108793,108793,Sutlej,27/08/2025 22:29
Sukkur,277280,255050,Indus,27/08/2025 22:29
Skardu,,112300,Indus,27/08/2025 22:29
Sidhnai,26705,11055,Ravi,27/08/2025 22:29
Shahdara,91400,91400,Ravi,27/08/2025 22:29
Rasul,21000,15800,Jehlum,27/08/2025 22:29
Q.Abad,1077951,1077951,Chenab,27/08/2025 22:29
Partab Bridge (Bunji),,151400,Indus,27/08/2025 22:29
Panjnad,73222,58732,Chenab,27/08/2025 22:29
Muzaffarabad,,6460,Jehlum,27/08/2025 22:29
Marala,312918,306418,Chenab,27/08/2025 22:29
Mangla Dam,42000,8000,Jehlum,27/08/2025 22:29
Kotri,241425,211870,Indus,27/08/2025 22:29
Kotli,,13940,Jehlum,27/08/2025 22:29
Khanki,1016443,1016443,Chenab,27/08/2025 22:29
Kalabagh,200953,193696,Indus,27/08/2025 22:29
KABUL,,33300,Kabul,27/08/2025 22:29
Jassar,189380,189380,Ravi,27/08/2025 22:29
Islam,54656,52706,Sutlej,27/08/2025 22:29
Guddu,335196,302607,Indus,27/08/2025 22:29
Ganda Singh Wala,261053,261053,Sutlej,27/08/2025 22:29
Domel,,12260,Jehlum,27/08/2025 22:29
Chattar Klass,,23220,Jehlum,27/08/2025 22:29
Chashma,242919,229289,Indus,27/08/2025 22:29
Besham,,181000,Indus,27/08/2025 22:29
Balloki,91925,80025,Ravi,27/08/2025 22:29
Azad Pattan,,30400,Jehlum,27/08/2025 22:29
Thein Dam,81962,121803,Ravi,28/08/2025 0:00
Bhakra Dam,53856,45882,Sutlej,28/08/2025 0:00
Harike,275881,262216,Sutlej,28/08/2025 6:00
Pong Dam,110224,94845,Byas,28/08/2025 6:00
Trimmu,90775,88375,Chenab,28/08/2025 9:00
Taunsa,334023,318023,Indus,28/08/2025 9:00
Tarbela Dam,188000,155200,Indus,28/08/2025 9:00
Sulemanki,109305,109305,Sutlej,28/08/2025 9:00
Sukkur,266370,212300,Indus,28/08/2025 9:00
Skardu,,108000,Indus,28/08/2025 9:00
Sidhnai,25717,10067,Ravi,28/08/2025 9:00
Shahdara,145160,145160,Ravi,28/08/2025 9:00
Rasul,10541,5341,Jehlum,28/08/2025 9:00
Q.Abad,996660,996660,Chenab,28/08/2025 9:00
Partab Bridge (Bunji),,158600,Indus,28/08/2025 9:00
Panjnad,73222,58732,Chenab,28/08/2025 9:00
Muzaffarabad,,6900,Jehlum,28/08/2025 9:00
Marala,191912,185412,Chenab,28/08/2025 9:00
Mangla Dam,34000,8000,Jehlum,28/08/2025 9:00
Kotri,244025,211870,Indus,28/08/2025 9:00
Kotli,,12600,Jehlum,28/08/2025 9:00
Khanki,859590,859590,Chenab,28/08/2025 9:00
Kalabagh,204251,196994,Indus,28/08/2025 9:00
KABUL,,34000,Kabul,28/08/2025 9:00
Jassar,139300,139300,Ravi,28/08/2025 9:00
Islam,54756,52706,Sutlej,28/08/2025 9:00
Guddu,333361,300232,Indus,28/08/2025 9:00
Ganda Singh Wala,261053,261053,Sutlej,28/08/2025 9:00
Domel,,13250,Jehlum,28/08/2025 9:00
Chattar Klass,,26,Jehlum,28/08/2025 9:00
Chashma,207362,196252,Indus,28/08/2025 9:00
Besham,,166500,Indus,28/08/2025 9:00
Balloki,93970,82070,Ravi,28/08/2025 9:00
Azad Pattan,,30130,Jehlum,28/08/2025 9:00
Trimmu,90775,88375,Chenab,28/08/2025 12:29
Taunsa,334023,318023,Indus,28/08/2025 12:29
Tarbela Dam,188000,155200,Indus,28/08/2025 12:29
Sulemanki,109305,109305,Sutlej,28/08/2025 12:29
Sukkur,266370,212300,Indus,28/08/2025 12:29
Skardu,,108000,Indus,28/08/2025 12:29
Sidhnai,25717,10067,Ravi,28/08/2025 12:29
Shahdara,183118,183118,Ravi,28/08/2025 12:29
Rasul,10541,5341,Jehlum,28/08/2025 12:29
Q.Abad,813752,813752,Chenab,28/08/2025 12:29
Partab Bridge (Bunji),,158600,Indus,28/08/2025 12:29
Panjnad,73222,58732,Chenab,28/08/2025 12:29
Muzaffarabad,,6900,Jehlum,28/08/2025 12:29
Marala,177764,171264,Chenab,28/08/2025 12:29
Mangla Dam,34000,8000,Jehlum,28/08/2025 12:29
Kotri,244025,211870,Indus,28/08/2025 12:29
Kotli,,12600,Jehlum,28/08/2025 12:29
Khanki,620640,620640,Chenab,28/08/2025 12:29
Kalabagh,204251,196994,Indus,28/08/2025 12:29
KABUL,,34000,Kabul,28/08/2025 12:29
Jassar,121620,121620,Ravi,28/08/2025 12:29
Islam,54756,52706,Sutlej,28/08/2025 12:29
Guddu,333361,300232,Indus,28/08/2025 12:29
Ganda Singh Wala,261053,261053,Sutlej,28/08/2025 12:29
Domel,,13250,Jehlum,28/08/2025 12:29
Chattar Klass,,26,Jehlum,28/08/2025 12:29
Chashma,207362,196252,Indus,28/08/2025 12:29
Besham,,166500,Indus,28/08/2025 12:29
Balloki,104695,92795,Ravi,28/08/2025 12:29
Azad Pattan,,30130,Jehlum,28/08/2025 12:29
Trimmu,99997,97597,Chenab,28/08/2025 16:21
Taunsa,269138,253138,Indus,28/08/2025 16:21
Tarbela Dam,193000,155100,Indus,28/08/2025 16:21
Sulemanki,109305,109305,Sutlej,28/08/2025 16:21
Sukkur,266370,212300,Indus,28/08/2025 16:21
Skardu,,103500,Indus,28/08/2025 16:21
Sidhnai,24774,9124,Ravi,28/08/2025 16:21
Shahdara,199600,199600,Ravi,28/08/2025 16:21
Rasul,10541,5341,Jehlum,28/08/2025 16:21
Q.Abad,660020,660020,Chenab,28/08/2025 16:21
Partab Bridge (Bunji),,150900,Indus,28/08/2025 16:21
Panjnad,72598,58108,Chenab,28/08/2025 16:21
Muzaffarabad,,6460,Jehlum,28/08/2025 16:21
Marala,168772,164772,Chenab,28/08/2025 16:21
Mangla Dam,25000,8000,Jehlum,28/08/2025 16:21
Kotri,244025,211870,Indus,28/08/2025 16:21
Kotli,,14870,Jehlum,28/08/2025 16:21
Khanki,475088,475088,Chenab,28/08/2025 16:21
Kalabagh,256569,249312,Indus,28/08/2025 16:21
KABUL,,30800,Kabul,28/08/2025 16:21
Jassar,113200,113200,Ravi,28/08/2025 16:21
Islam,54756,52706,Sutlej,28/08/2025 16:21
Guddu,333361,300232,Indus,28/08/2025 16:21
Ganda Singh Wala,261053,261053,Sutlej,28/08/2025 16:21
Domel,,11780,Jehlum,28/08/2025 16:21
Chattar Klass,,26320,Jehlum,28/08/2025 16:21
Chashma,210785,200935,Indus,28/08/2025 16:21
Besham,,180100,Indus,28/08/2025 16:21
Balloki,108475,96575,Ravi,28/08/2025 16:21
Azad Pattan,,30130,Jehlum,28/08/2025 16:21
Trimmu,98994,96594,Chenab,28/08/2025 19:30
Taunsa,264020,248020,Indus,28/08/2025 19:30
Tarbela Dam,193000,256200,Indus,28/08/2025 19:30
Sulemanki,113124,113124,Sutlej,28/08/2025 19:30
Sukkur,266370,212300,Indus,28/08/2025 19:30
Skardu,,100500,Indus,28/08/2025 19:30
Sidhnai,25743,10093,Ravi,28/08/2025 19:30
Shahdara,,217660,Ravi,28/08/2025 19:30
Rasul,10541,5341,Jehlum,28/08/2025 19:30
Q.Abad,534509,534509,Chenab,28/08/2025 19:30
Partab Bridge (Bunji),,150000,Indus,28/08/2025 19:30
Panjnad,72598,58108,Chenab,28/08/2025 19:30
Muzaffarabad,,6230,Jehlum,28/08/2025 19:30
Marala,163440,159440,Chenab,28/08/2025 19:30
Mangla Dam,20000,8000,Jehlum,28/08/2025 19:30
Kotri,244595,211870,Indus,28/08/2025 19:30
Kotli,,13940,Jehlum,28/08/2025 19:30
Khanki,335956,335956,Chenab,28/08/2025 19:30
Kalabagh,212324,205067,Indus,28/08/2025 19:30
KABUL,,32800,Kabul,28/08/2025 19:30
Jassar,99470,99470,Ravi,28/08/2025 19:30
Islam,54756,52706,Sutlej,28/08/2025 19:30
Guddu,395102,364104,Indus,28/08/2025 19:30
Ganda Singh Wala,261053,261053,Sutlej,28/08/2025 19:30
Domel,,15350,Jehlum,28/08/2025 19:30
Chattar Klass,,24610,Jehlum,28/08/2025 19:30
Chashma,200577,189681,Indus,28/08/2025 19:30
Besham,,177600,Indus,28/08/2025 19:30
Balloki,116335,104435,Ravi,28/08/2025 19:30
Azad Pattan,,30930,Jehlum,28/08/2025 19:30
Thein Dam,47543,73933,Ravi,29/08/2025 0:00
Bhakra Dam,50524,52663,Sutlej,29/08/2025 0:00
Trimmu,119934,117534,Chenab,29/08/2025 1:30
Taunsa,249377,233377,Indus,29/08/2025 1:30
Tarbela Dam,191000,155400,Indus,29/08/2025 1:30
Sulemanki,113124,113124,Sutlej,29/08/2025 1:30
Sukkur,266370,212300,Indus,29/08/2025 1:30
Skardu,,98800,Indus,29/08/2025 1:30
Sidhnai,25443,10093,Ravi,29/08/2025 1:30
Shahdara,219770,219770,Ravi,29/08/2025 1:30
Rasul,10541,5341,Jehlum,29/08/2025 1:30
Q.Abad,305436,305436,Chenab,29/08/2025 1:30
Partab Bridge (Bunji),,14900,Indus,29/08/2025 1:30
Panjnad,72598,58108,Chenab,29/08/2025 1:30
Muzaffarabad,,6230,Jehlum,29/08/2025 1:30
Marala,110496,106496,Chenab,29/08/2025 1:30
Mangla Dam,26000,8000,Jehlum,29/08/2025 1:30
Kotri,244595,211870,Indus,29/08/2025 1:30
Kotli,,13480,Jehlum,29/08/2025 1:30
Khanki,305436,305436,Chenab,29/08/2025 1:30
Kalabagh,181049,173792,Indus,29/08/2025 1:30
KABUL,,32700,Kabul,29/08/2025 1:30
Jassar,95580,95580,Ravi,29/08/2025 1:30
Islam,54756,52706,Sutlej,29/08/2025 1:30
Guddu,395102,364104,Indus,29/08/2025 1:30
Ganda Singh Wala,261053,261053,Sutlej,29/08/2025 1:30
Domel,,12750,Jehlum,29/08/2025 1:30
Chattar Klass,,26030,Jehlum,29/08/2025 1:30
Chashma,194830,187530,Indus,29/08/2025 1:30
Besham,,175900,Indus,29/08/2025 1:30
Balloki,126010,114110,Ravi,29/08/2025 1:30
Azad Pattan,,30660,Jehlum,29/08/2025 1:30
Trimmu,119934,117534,Chenab,29/08/2025 3:00
Taunsa,249377,233377,Indus,29/08/2025 3:00
Tarbela Dam,191000,155400,Indus,29/08/2025 3:00
Sulemanki,113124,113124,Sutlej,29/08/2025 3:00
Sukkur,266370,212300,Indus,29/08/2025 3:00
Skardu,,98800,Indus,29/08/2025 3:00
Sidhnai,25443,10093,Ravi,29/08/2025 3:00
Shahdara,,219770,Ravi,29/08/2025 3:00
Rasul,10541,5341,Jehlum,29/08/2025 3:00
Q.Abad,265776,265776,Chenab,29/08/2025 3:00
Partab Bridge (Bunji),,14900,Indus,29/08/2025 3:00
Panjnad,72598,58108,Chenab,29/08/2025 3:00
Muzaffarabad,,6230,Jehlum,29/08/2025 3:00
Marala,110496,106496,Chenab,29/08/2025 3:00
Mangla Dam,26000,8000,Jehlum,29/08/2025 3:00
Kotri,244595,211870,Indus,29/08/2025 3:00
Kotli,,13480,Jehlum,29/08/2025 3:00
Khanki,242676,242676,Chenab,29/08/2025 3:00
Kalabagh,181049,173792,Indus,29/08/2025 3:00
KABUL,,32700,Kabul,29/08/2025 3:00
Jassar,95580,95580,Ravi,29/08/2025 3:00
Islam,54756,52706,Sutlej,29/08/2025 3:00
Guddu,395102,364104,Indus,29/08/2025 3:00
Ganda Singh Wala,261053,261053,Sutlej,29/08/2025 3:00
Domel,,12750,Jehlum,29/08/2025 3:00
Chattar Klass,,26030,Jehlum,29/08/2025 3:00
Chashma,194830,187530,Indus,29/08/2025 3:00
Besham,,175900,Indus,29/08/2025 3:00
Balloki,126010,114110,Ravi,29/08/2025 3:00
Azad Pattan,,30660,Jehlum,29/08/2025 3:00
Harike,275881,262216,Sutlej,29/08/2025 6:00
Pong Dam,53223,100614,Byas,29/08/2025 6:00
Trimmu,122045,119645,Chenab,29/08/2025 8:18
Taunsa,238683,222683,Indus,29/08/2025 8:18
Tarbela Dam,183000,155200,Indus,29/08/2025 8:18
Sulemanki,113124,113124,Sutlej,29/08/2025 8:18
Sukkur,284970,229500,Indus,29/08/2025 8:18
Skardu,,102000,Indus,29/08/2025 8:18
Sidhnai,25443,10093,Ravi,29/08/2025 8:18
Shahdara,211330,211330,Ravi,29/08/2025 8:18
Rasul,10541,5341,Jehlum,29/08/2025 8:18
Q.Abad,222812,222812,Chenab,29/08/2025 8:18
Partab Bridge (Bunji),,148200,Indus,29/08/2025 8:18
Panjnad,70841,56351,Chenab,29/08/2025 8:18
Muzaffarabad,,6680,Jehlum,29/08/2025 8:18
Marala,122900,118900,Chenab,29/08/2025 8:18
Mangla Dam,26000,8000,Jehlum,29/08/2025 8:18
Kotri,247143,214398,Indus,29/08/2025 8:18
Kotli,,12600,Jehlum,29/08/2025 8:18
Khanki,188100,188100,Chenab,29/08/2025 8:18
Kalabagh,195302,187795,Indus,29/08/2025 8:18
KABUL,,31700,Kabul,29/08/2025 8:18
Jassar,89820,89820,Ravi,29/08/2025 8:18
Islam,60814,58764,Sutlej,29/08/2025 8:18
Guddu,366251,335807,Indus,29/08/2025 8:18
Ganda Singh Wala,261053,261053,Sutlej,29/08/2025 8:18
Domel,,13770,Jehlum,29/08/2025 8:18
Chattar Klass,,26620,Jehlum,29/08/2025 8:18
Chashma,208434,202434,Indus,29/08/2025 8:18
Besham,,173300,Indus,29/08/2025 8:18
Balloki,135625,123725,Ravi,29/08/2025 8:18
Azad Pattan,,30660,Jehlum,29/08/2025 8:18
Trimmu,128621,127315,Chenab,29/08/2025 12:52
Taunsa,206529,190529,Indus,29/08/2025 12:52
Tarbela Dam,172000,155200,Indus,29/08/2025 12:52
Sulemanki,118157,118157,Sutlej,29/08/2025 12:52
Sukkur,284970,229500,Indus,29/08/2025 12:52
Skardu,,99100,Indus,29/08/2025 12:52
Sidhnai,27368,12818,Ravi,29/08/2025 12:52
Shahdara,,164694,Ravi,29/08/2025 12:52
Rasul,5200,0,Jehlum,29/08/2025 12:52
Q.Abad,185222,185222,Chenab,29/08/2025 12:52
Partab Bridge (Bunji),,145600,Indus,29/08/2025 12:52
Panjnad,75098,60608,Chenab,29/08/2025 12:52
Muzaffarabad,,6460,Jehlum,29/08/2025 12:52
Marala,116440,112440,Chenab,29/08/2025 12:52
Mangla Dam,30000,8000,Jehlum,29/08/2025 12:52
Kotri,253126,220081,Indus,29/08/2025 12:52
Kotli,,11350,Jehlum,29/08/2025 12:52
Khanki,184934,184934,Chenab,29/08/2025 12:52
Kalabagh,241929,234422,Indus,29/08/2025 12:52
KABUL,,29700,Kabul,29/08/2025 12:52
Jassar,82140,82140,Ravi,29/08/2025 12:52
Islam,60814,58764,Sutlej,29/08/2025 12:52
Guddu,396343,365899,Indus,29/08/2025 12:52
Ganda Singh Wala,345366,345366,Sutlej,29/08/2025 12:52
Domel,,12020,Jehlum,29/08/2025 12:52
Chattar Klass,,37280,Jehlum,29/08/2025 12:52
Chashma,218107,212957,Indus,29/08/2025 12:52
Besham,,171600,Indus,29/08/2025 12:52
Balloki,169675,166175,Ravi,29/08/2025 12:52
Azad Pattan,,32010,Jehlum,29/08/2025 12:52
Trimmu,128215,127315,Chenab,29/08/2025 19:30
Taunsa,206529,190529,Indus,29/08/2025 19:30
Tarbela Dam,170000,155200,Indus,29/08/2025 19:30
Sulemanki,138058,138058,Sutlej,29/08/2025 19:30
Sukkur,296020,240550,Indus,29/08/2025 19:30
Skardu,,95600,Indus,29/08/2025 19:30
Sidhnai,29278,14728,Ravi,29/08/2025 19:30
Shahdara,159847,159847,Ravi,29/08/2025 19:30
Rasul,10541,5341,Jehlum,29/08/2025 19:30
Q.Abad,185222,185222,Chenab,29/08/2025 19:30
Partab Bridge (Bunji),,145000,Indus,29/08/2025 19:30
Panjnad,75098,60608,Chenab,29/08/2025 19:30
Muzaffarabad,,6230,Jehlum,29/08/2025 19:30
Marala,109540,106540,Chenab,29/08/2025 19:30
Mangla Dam,18000,8000,Jehlum,29/08/2025 19:30
Kotri,255811,222756,Indus,29/08/2025 19:30
Kotli,,9430,Jehlum,29/08/2025 19:30
Khanki,174472,174472,Chenab,29/08/2025 19:30
Kalabagh,232907,225400,Indus,29/08/2025 19:30
KABUL,,30800,Kabul,29/08/2025 19:30
Jassar,82140,82140,Ravi,29/08/2025 19:30
Islam,60214,58764,Sutlej,29/08/2025 19:30
Guddu,379399,350943,Indus,29/08/2025 19:30
Ganda Singh Wala,345366,345366,Sutlej,29/08/2025 19:30
Domel,,15080,Jehlum,29/08/2025 19:30
Chattar Klass,,47880,Jehlum,29/08/2025 19:30
Chashma,221799,216949,Indus,29/08/2025 19:30
Besham,,168600,Indus,29/08/2025 19:30
Balloki,177670,175170,Ravi,29/08/2025 19:30
Azad Pattan,,31200,Jehlum,29/08/2025 19:30
Trimmu,146044,145144,Chenab,30/08/2025 0:00
Taunsa,190941,174941,Indus,30/08/2025 0:00
Tarbela Dam,170000,256200,Indus,30/08/2025 0:00
Sulemanki,138058,138058,Sutlej,30/08/2025 0:00
Sukkur,296020,240550,Indus,30/08/2025 0:00
Sidhnai,30823,17173,Ravi,30/08/2025 0:00
Shahdara,148400,148400,Ravi,30/08/2025 0:00
Rasul,10541,5341,Jehlum,30/08/2025 0:00
Q.Abad,171344,171344,Chenab,30/08/2025 0:00
Panjnad,78821,64451,Chenab,30/08/2025 0:00
Marala,111612,108612,Chenab,30/08/2025 0:00
Mangla Dam,24000,8000,Jehlum,30/08/2025 0:00
Kotri,255811,222756,Indus,30/08/2025 0:00
Khanki,170677,170677,Chenab,30/08/2025 0:00
Kalabagh,193621,186114,Indus,30/08/2025 0:00
KABUL,31100,31100,Kabul,30/08/2025 0:00
Jassar,80220,80220,Ravi,30/08/2025 0:00
Islam,64712,63262,Sutlej,30/08/2025 0:00
Guddu,379399,350943,Indus,30/08/2025 0:00
Ganda Singh Wala,345366,345366,Sutlej,30/08/2025 0:00
Chashma,221357,216807,Indus,30/08/2025 0:00
Bhakra Dam,60490,54076,Sutlej,30/08/2025 0:00
Balloki,186230,186230,Ravi,30/08/2025 0:00
Trimmu,146044,145144,Chenab,30/08/2025 6:00
Taunsa,190941,174941,Indus,30/08/2025 6:00
Tarbela Dam,176000,155100,Indus,30/08/2025 6:00
Sulemanki,138058,138058,Sutlej,30/08/2025 6:00
Sukkur,315172,260512,Indus,30/08/2025 6:00
Sidhnai,32244,18594,Ravi,30/08/2025 6:00
Shahdara,138600,138600,Ravi,30/08/2025 6:00
Rasul,5200,0,Jehlum,30/08/2025 6:00
Q.Abad,171344,171344,Chenab,30/08/2025 6:00
Panjnad,78821,64451,Chenab,30/08/2025 6:00
Marala,111612,108612,Chenab,30/08/2025 6:00
Mangla Dam,97000,8000,Jehlum,30/08/2025 6:00
Kotri,262668,230213,Indus,30/08/2025 6:00
Khanki,170677,170677,Chenab,30/08/2025 6:00
Kalabagh,186967,179460,Indus,30/08/2025 6:00
KABUL,29900,29900,Kabul,30/08/2025 6:00
Jassar,78300,78300,Ravi,30/08/2025 6:00
Islam,64712,63262,Sutlej,30/08/2025 6:00
Harike,270030,255695,Sutlej,30/08/2025 6:00
Guddu,389298,356942,Indus,30/08/2025 6:00
Ganda Singh Wala,303828,303828,Sutlej,30/08/2025 6:00
Chashma,217069,212819,Indus,30/08/2025 6:00
Balloki,199515,199515,Ravi,30/08/2025 6:00
Pong Dam,76666,105854,Byas,30/08/2025 6:00
Trimmu,145144,145144,Chenab,30/08/2025 12:00
Taunsa,190941,174941,Indus,30/08/2025 12:00
Tarbela Dam,170000,155200,Indus,30/08/2025 12:00
Sulemanki,138058,138058,Sutlej,30/08/2025 12:00
Sukkur,313000,259050,Indus,30/08/2025 12:00
Sidhnai,33428,19778,Ravi,30/08/2025 12:00
Shahdara,118280,118280,Ravi,30/08/2025 12:00
Rasul,21000,15800,Jehlum,30/08/2025 12:00
Q.Abad,171344,171344,Chenab,30/08/2025 12:00
Panjnad,78421,64451,Chenab,30/08/2025 12:00
Marala,175674,172674,Chenab,30/08/2025 12:00
Mangla Dam,52000,8000,Jehlum,30/08/2025 12:00
Kotri,264131,233216,Indus,30/08/2025 12:00
Khanki,161175,161175,Chenab,30/08/2025 12:00
Kalabagh,223591,216084,Indus,30/08/2025 12:00
KABUL,30900,30900,Kabul,30/08/2025 12:00
Jassar,85980,85980,Ravi,30/08/2025 12:00
Islam,64262,63262,Sutlej,30/08/2025 12:00
Guddu,383299,350943,Indus,30/08/2025 12:00
Ganda Singh Wala,278297,278297,Sutlej,30/08/2025 12:00
Chashma,223141,219141,Indus,30/08/2025 12:00
Balloki,211395,211395,Ravi,30/08/2025 12:00
Trimmu,145144,145144,Chenab,30/08/2025 18:42
Taunsa,190941,174941,Indus,30/08/2025 18:42
Tarbela Dam,170000,155200,Indus,30/08/2025 18:42
Sulemanki,154219,154219,Sutlej,30/08/2025 18:42
Sukkur,313000,259050,Indus,30/08/2025 18:42
Skardu,,100200,Indus,30/08/2025 18:42
Sidhnai,33428,19778,Ravi,30/08/2025 18:42
Shahdara,108960,108960,Ravi,30/08/2025 18:42
Rasul,21000,15800,Jehlum,30/08/2025 18:42
Q.Abad,160763,160763,Chenab,30/08/2025 18:42
Partab Bridge (Bunji),,152300,Indus,30/08/2025 18:42
Panjnad,78421,64451,Chenab,30/08/2025 18:42
Muzaffarabad,,6900,Jehlum,30/08/2025 18:42
Marala,151162,150162,Chenab,30/08/2025 18:42
Mangla Dam,52000,8000,Jehlum,30/08/2025 18:42
Kotri,264131,233216,Indus,30/08/2025 18:42
Kotli,,7730,Jehlum,30/08/2025 18:42
Khanki,241429,241429,Chenab,30/08/2025 18:42
Kalabagh,223591,216084,Indus,30/08/2025 18:42
KABUL,,30900,Kabul,30/08/2025 18:42
Jassar,91740,91740,Ravi,30/08/2025 18:42
Islam,64262,63262,Sutlej,30/08/2025 18:42
Guddu,383299,350943,Indus,30/08/2025 18:42
Ganda Singh Wala,253068,253068,Sutlej,30/08/2025 18:42
Domel,,12510,Jehlum,30/08/2025 18:42
Chattar Klass,,33840,Jehlum,30/08/2025 18:42
Chashma,223141,219141,Indus,30/08/2025 18:42
Besham,,168600,Indus,30/08/2025 18:42
Balloki,223385,223385,Ravi,30/08/2025 18:42
Azad Pattan,,40570,Jehlum,30/08/2025 18:42
Trimmu,184108,184108,Chenab,30/08/2025 19:45
Taunsa,200679,188179,Indus,30/08/2025 19:45
Tarbela Dam,170000,155300,Indus,30/08/2025 19:45
Sulemanki,154219,154219,Sutlej,30/08/2025 19:45
Sukkur,310230,256660,Indus,30/08/2025 19:45
Skardu,,103200,Indus,30/08/2025 19:45
Sidhnai,38251,26351,Ravi,30/08/2025 19:45
Shahdara,,103160,Ravi,30/08/2025 19:45
Rasul,36620,31420,Jehlum,30/08/2025 19:45
Q.Abad,203862,203862,Chenab,30/08/2025 19:45
Partab Bridge (Bunji),,153600,Indus,30/08/2025 19:45
Panjnad,87136,73166,Chenab,30/08/2025 19:45
Muzaffarabad,,6460,Jehlum,30/08/2025 19:45
Marala,109130,108130,Chenab,30/08/2025 19:45
Mangla Dam,52000,8000,Jehlum,30/08/2025 19:45
Kotri,265328,236223,Indus,30/08/2025 19:45
Kotli,,7110,Jehlum,30/08/2025 19:45
Khanki,241429,241429,Chenab,30/08/2025 19:45
Kalabagh,239944,232437,Indus,30/08/2025 19:45
KABUL,,36300,Kabul,30/08/2025 19:45
Jassar,93660,93660,Ravi,30/08/2025 19:45
Islam,65006,64006,Sutlej,30/08/2025 19:45
Guddu,364573,344723,Indus,30/08/2025 19:45
Ganda Singh Wala,253068,253068,Sutlej,30/08/2025 19:45
Domel,,17890,Jehlum,30/08/2025 19:45
Chattar Klass,,23500,Jehlum,30/08/2025 19:45
Chashma,223597,219597,Indus,30/08/2025 19:45
Besham,,167700,Indus,30/08/2025 19:45
Balloki,223385,223385,Ravi,30/08/2025 19:45
Azad Pattan,,36380,Jehlum,30/08/2025 19:45
Trimmu,184108,184108,Chenab,30/08/2025 20:50
Taunsa,200679,188179,Indus,30/08/2025 20:50
Tarbela Dam,170000,155300,Indus,30/08/2025 20:50
Sulemanki,154219,154219,Sutlej,30/08/2025 20:50
Sukkur,310230,256660,Indus,30/08/2025 20:50
Skardu,,103200,Indus,30/08/2025 20:50
Sidhnai,38251,26351,Ravi,30/08/2025 20:50
Shahdara,,100850,Ravi,30/08/2025 20:50
Rasul,36620,31420,Jehlum,30/08/2025 20:50
Q.Abad,203862,203862,Chenab,30/08/2025 20:50
Partab Bridge (Bunji),,153600,Indus,30/08/2025 20:50
Panjnad,87136,73166,Chenab,30/08/2025 20:50
Muzaffarabad,,6460,Jehlum,30/08/2025 20:50
Marala,109130,108130,Chenab,30/08/2025 20:50
Mangla Dam,52000,8000,Jehlum,30/08/2025 20:50
Kotri,265328,236223,Indus,30/08/2025 20:50
Kotli,,7110,Jehlum,30/08/2025 20:50
Khanki,241429,241429,Chenab,30/08/2025 20:50
Kalabagh,239944,232437,Indus,30/08/2025 20:50
KABUL,,36300,Kabul,30/08/2025 20:50
Jassar,95580,95580,Ravi,30/08/2025 20:50
Islam,65006,64006,Sutlej,30/08/2025 20:50
Guddu,364573,344723,Indus,30/08/2025 20:50
Ganda Singh Wala,253068,253068,Sutlej,30/08/2025 20:50
Domel,,17890,Jehlum,30/08/2025 20:50
Chattar Klass,,23500,Jehlum,30/08/2025 20:50
Chashma,223597,219597,Indus,30/08/2025 20:50
Besham,,167700,Indus,30/08/2025 20:50
Balloki,223385,223385,Ravi,30/08/2025 20:50
Azad Pattan,,36380,Jehlum,30/08/2025 20:50
Bhakra Dam,64081,54356,Sutlej,31/08/2025 0:00
Harike,266392,252067,Sutlej,31/08/2025 6:00
Pong Dam,116163,104865,Byas,31/08/2025 6:00
Trimmu,361633,361633,Chenab,31/08/2025 11:33
Taunsa,219243,206743,Indus,31/08/2025 11:33
Tarbela Dam,175000,155200,Indus,31/08/2025 11:33
Sulemanki,154219,154219,Sutlej,31/08/2025 11:33
Sukkur,303480,252110,Indus,31/08/2025 11:33
Skardu,,101400,Indus,31/08/2025 11:33
Sidhnai,44862,35562,Ravi,31/08/2025 11:33
Shahdara,76700,76700,Ravi,31/08/2025 11:33
Rasul,17095,11695,Jehlum,31/08/2025 11:33
Q.Abad,185401,185401,Chenab,31/08/2025 11:33
Partab Bridge (Bunji),,156300,Indus,31/08/2025 11:33
Panjnad,88298,74328,Chenab,31/08/2025 11:33
Muzaffarabad,,6680,Jehlum,31/08/2025 11:33
Marala,99808,98808,Chenab,31/08/2025 11:33
Mangla Dam,35000,8000,Jehlum,31/08/2025 11:33
